ids,level,vendor_value,default_skin,chat_link,name,icon,description,type,rarity,flags,game_types,restrictions
281,77,95,51,[&AgEZAQAA],Carrion Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@783149a7,[Ljava.lang.String;@62fc8a49,[Ljava.lang.String;@5f616766
282,71,74,102,[&AgEaAQAA],Berserker's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@29c62c1a,[Ljava.lang.String;@5b4834f4,[Ljava.lang.String;@5d605316
283,33,33,65,[&AgEbAQAA],Honed Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@96e458b,[Ljava.lang.String;@11500e40,[Ljava.lang.String;@ba5770a
284,76,79,102,[&AgEcAQAA],Berserker's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@54826d8b,[Ljava.lang.String;@2f3b288d,[Ljava.lang.String;@3e880124
285,80,99,51,[&AgEdAQAA],Carrion Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@1eb52cd8,[Ljava.lang.String;@599ce4b0,[Ljava.lang.String;@2f15d04e
286,12,26,17,[&AgEeAQAA],Precise Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@516a65a9,[Ljava.lang.String;@668e50b0,[Ljava.lang.String;@588981b5
287,63,81,51,[&AgEfAQAA],Rampager's Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@591fad4a,[Ljava.lang.String;@5b5adced,[Ljava.lang.String;@4f451ce6
288,38,36,65,[&AgEgAQAA],Honed Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@5b55a892,[Ljava.lang.String;@7f042b4f,[Ljava.lang.String;@72b42df6
289,80,83,102,[&AgEhAQAA],Berserker's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@15f1ad6a,[Ljava.lang.String;@6316967e,[Ljava.lang.String;@3d169700
290,68,86,51,[&AgEiAQAA],Rampager's Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@6e1ed6c9,[Ljava.lang.String;@769cac9d,[Ljava.lang.String;@21ee7156
291,62,67,102,[&AgEjAQAA],Carrion Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@28c94cfc,[Ljava.lang.String;@30796fb2,[Ljava.lang.String;@2392c564
292,43,40,65,[&AgEkAQAA],Honed Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@71a47481,[Ljava.lang.String;@13e868e5,[Ljava.lang.String;@689791d5
293,17,32,17,[&AgElAQAA],Precise Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@5d1bc046,[Ljava.lang.String;@fc9b718,[Ljava.lang.String;@5f364944
294,67,70,102,[&AgEmAQAA],Carrion Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@bfb724e,[Ljava.lang.String;@8619a87,[Ljava.lang.String;@4ad28de4
295,73,92,51,[&AgEnAQAA],Rampager's Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@27c39193,[Ljava.lang.String;@777afe27,[Ljava.lang.String;@734bf7ed
296,48,43,65,[&AgEoAQAA],Honed Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@2d28e9cd,[Ljava.lang.String;@165cbaf2,[Ljava.lang.String;@36f7e5d8
297,64,216,35,[&AgEpAQAA],Rampager's Sneakthief Sandals of the Centaur,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,,Armor,Exotic,[Ljava.lang.String;@1a2f9874,[Ljava.lang.String;@70a36c7d,[Ljava.lang.String;@35bc3b1
298,78,96,51,[&AgEqAQAA],Rampager's Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@a8b3f27,[Ljava.lang.String;@6c81ea3a,[Ljava.lang.String;@72ab353
299,72,75,102,[&AgErAQAA],Carrion Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@5ab1ae4c,[Ljava.lang.String;@990d03a,[Ljava.lang.String;@6aa33b08
300,8,20,17,[&AgEsAQAA],Vital Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@38c1bd24,[Ljava.lang.String;@6fd5b7be,[Ljava.lang.String;@604bbb7e
301,80,99,51,[&AgEtAQAA],Rampager's Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@13c3b704,[Ljava.lang.String;@26de10c5,[Ljava.lang.String;@64f42be7
302,53,47,65,[&AgEuAQAA],Honed Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@5959ec4c,[Ljava.lang.String;@57ac1bf4,[Ljava.lang.String;@1a271fc
303,77,79,102,[&AgEvAQAA],Carrion Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@444cc93c,[Ljava.lang.String;@52617675,[Ljava.lang.String;@6525b476
304,13,27,17,[&AgEwAQAA],Vital Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@771a04bf,[Ljava.lang.String;@553d2649,[Ljava.lang.String;@cb62045
305,64,81,51,[&AgExAQAA],Shaman's Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@4478a3a1,[Ljava.lang.String;@63e0686d,[Ljava.lang.String;@5f531536
306,69,87,51,[&AgEyAQAA],Shaman's Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@625aa291,[Ljava.lang.String;@63be70d0,[Ljava.lang.String;@3fddfca
307,80,83,102,[&AgEzAQAA],Carrion Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@44c09026,[Ljava.lang.String;@73b9fc05,[Ljava.lang.String;@63113a52
308,58,50,65,[&AgE0AQAA],Honed Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@e7faa75,[Ljava.lang.String;@4e7e5a3c,[Ljava.lang.String;@729bce22
309,63,68,102,[&AgE1AQAA],Rampager's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@1832a989,[Ljava.lang.String;@6b6d84f8,[Ljava.lang.String;@57fe9c13
310,18,33,17,[&AgE2AQAA],Vital Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@7bb8a210,[Ljava.lang.String;@764b220f,[Ljava.lang.String;@7106227a
311,74,92,51,[&AgE3AQAA],Shaman's Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@52bb364d,[Ljava.lang.String;@6c2da628,[Ljava.lang.String;@4359baf8
312,68,72,102,[&AgE4AQAA],Rampager's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@30c451b,[Ljava.lang.String;@80e0269,[Ljava.lang.String;@993e9a6
313,79,98,51,[&AgE5AQAA],Shaman's Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@7131c16,[Ljava.lang.String;@66d6a572,[Ljava.lang.String;@1e33ee8b
314,63,54,74,[&AgE6AQAA],Rampager's Reinforced Scale Boots,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Fine,[Ljava.lang.String;@87bea32,[Ljava.lang.String;@1717a487,[Ljava.lang.String;@44b96e22
315,73,77,102,[&AgE7AQAA],Rampager's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@457f9788,[Ljava.lang.String;@1202df6f,[Ljava.lang.String;@389b6234
316,72,240,35,[&AgE8AQAA],Rampager's Sneakthief Sandals of Vampirism,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,,Armor,Exotic,[Ljava.lang.String;@37dcd37b,[Ljava.lang.String;@e26d1df,[Ljava.lang.String;@a5b9ed3
317,80,99,51,[&AgE9AQAA],Shaman's Cabalist Coat,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Fine,[Ljava.lang.String;@6932d76e,[Ljava.lang.String;@38248638,[Ljava.lang.String;@3410ca
318,9,21,17,[&AgE+AQAA],Malign Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@564fbb19,[Ljava.lang.String;@29b98f19,[Ljava.lang.String;@3530c950
319,78,80,102,[&AgE/AQAA],Rampager's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@15223d7c,[Ljava.lang.String;@3e1ecbb2,[Ljava.lang.String;@5bba4a2f
320,68,57,74,[&AgFAAQAA],Rampager's Reinforced Scale Boots,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Fine,[Ljava.lang.String;@68737241,[Ljava.lang.String;@6c3e7bee,[Ljava.lang.String;@24b56e80
321,80,83,102,[&AgFBAQAA],Rampager's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@2dd7a30b,[Ljava.lang.String;@5e453d8a,[Ljava.lang.String;@413bdca7
322,64,68,102,[&AgFCAQAA],Shaman's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@4ef56b6e,[Ljava.lang.String;@5eaa4640,[Ljava.lang.String;@29748972
323,80,264,35,[&AgFDAQAA],Aidan's Boots,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,,Armor,Exotic,[Ljava.lang.String;@36b5b61f,[Ljava.lang.String;@537e05bc,[Ljava.lang.String;@5fead1d5
324,14,29,17,[&AgFEAQAA],Malign Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@5258fc43,[Ljava.lang.String;@49c6ad59,[Ljava.lang.String;@6a361238
325,73,61,74,[&AgFFAQAA],Rampager's Reinforced Scale Boots,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Fine,[Ljava.lang.String;@635b12d2,[Ljava.lang.String;@76f4501e,[Ljava.lang.String;@a2487fc
326,69,73,102,[&AgFGAQAA],Shaman's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@50d9e352,[Ljava.lang.String;@6b2fb619,[Ljava.lang.String;@3f0f7fc2
327,74,77,102,[&AgFHAQAA],Shaman's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@11ba14b8,[Ljava.lang.String;@e66a6ae,[Ljava.lang.String;@186f4605
328,78,64,74,[&AgFIAQAA],Rampager's Reinforced Scale Boots,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Fine,[Ljava.lang.String;@5c5acba5,[Ljava.lang.String;@1d840b42,[Ljava.lang.String;@26ec9d8a
329,79,82,102,[&AgFJAQAA],Shaman's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@4451b83c,[Ljava.lang.String;@4edc54f0,[Ljava.lang.String;@73bf8872
330,19,35,17,[&AgFKAQAA],Malign Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@317d4b42,[Ljava.lang.String;@78249509,[Ljava.lang.String;@54733529
331,80,83,102,[&AgFLAQAA],Shaman's Privateer Hat,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Fine,[Ljava.lang.String;@5b00dbcd,[Ljava.lang.String;@7cbcb4,[Ljava.lang.String;@5cacfd6f
332,80,66,74,[&AgFMAQAA],Rampager's Reinforced Scale Boots,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Fine,[Ljava.lang.String;@11bb41ae,[Ljava.lang.String;@4cb82ee7,[Ljava.lang.String;@2944b2d8
333,21,36,17,[&AgFNAQAA],Strong Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@12b8651a,[Ljava.lang.String;@59c5e0d2,[Ljava.lang.String;@5407221b
334,65,220,35,[&AgFOAQAA],Shaman's Sneakthief Sandals of the Traveler,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,,Armor,Exotic,[Ljava.lang.String;@58599831,[Ljava.lang.String;@918b695,[Ljava.lang.String;@7f2d1414
335,0,5,40,[&AgFPAQAA],Mighty Worn Chain Greaves,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,,Armor,Basic,[Ljava.lang.String;@12d7f610,[Ljava.lang.String;@6db6c6b,[Ljava.lang.String;@4a3bde3b
336,73,244,35,[&AgFQAQAA],Shaman's Sneakthief Sandals of the Flock,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,,Armor,Exotic,[Ljava.lang.String;@5da1eedc,[Ljava.lang.String;@70ebf40e,[Ljava.lang.String;@2d8e764c
337,26,42,17,[&AgFRAQAA],Strong Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@39d0afc0,[Ljava.lang.String;@6b557128,[Ljava.lang.String;@4431b3c8
338,9,14,40,[&AgFSAQAA],Malign Worn Chain Greaves,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,,Armor,Fine,[Ljava.lang.String;@1ad39114,[Ljava.lang.String;@26c18321,[Ljava.lang.String;@66dd6ae0
339,31,47,31,[&AgFTAQAA],Strong Swindler Coat,https://render.guildwars2.com/file/A3000C0865ABF0A071084F0F0D364610C6F0B503/61021.png,,Armor,Fine,[Ljava.lang.String;@2fbb2a00,[Ljava.lang.String;@29e645d2,[Ljava.lang.String;@3141344
340,14,19,40,[&AgFUAQAA],Malign Worn Chain Greaves,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,,Armor,Fine,[Ljava.lang.String;@e93f3ac,[Ljava.lang.String;@788e3354,[Ljava.lang.String;@635d3142
341,19,23,40,[&AgFVAQAA],Malign Worn Chain Greaves,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,,Armor,Fine,[Ljava.lang.String;@4070905e,[Ljava.lang.String;@51ef056f,[Ljava.lang.String;@58729895
342,80,264,35,[&AgFWAQAA],Reyna's Boots,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,,Armor,Exotic,[Ljava.lang.String;@52af65f8,[Ljava.lang.String;@1699fd93,[Ljava.lang.String;@3ff45652
343,36,53,31,[&AgFXAQAA],Strong Swindler Coat,https://render.guildwars2.com/file/A3000C0865ABF0A071084F0F0D364610C6F0B503/61021.png,,Armor,Fine,[Ljava.lang.String;@738ed709,[Ljava.lang.String;@5a27ec25,[Ljava.lang.String;@30be797
344,24,26,40,[&AgFYAQAA],Ravaging Worn Chain Greaves,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,,Armor,Fine,[Ljava.lang.String;@1ed07762,[Ljava.lang.String;@1b63dd2e,[Ljava.lang.String;@7ec04ca3
345,22,38,17,[&AgFZAQAA],Ravaging Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@222b2bb3,[Ljava.lang.String;@3fdd33f3,[Ljava.lang.String;@3ad2138b
346,29,30,40,[&AgFaAQAA],Ravaging Worn Chain Greaves,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,,Armor,Fine,[Ljava.lang.String;@460bf526,[Ljava.lang.String;@3d8628e7,[Ljava.lang.String;@6b12c60f
347,34,33,65,[&AgFbAQAA],Ravaging Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@4176dead,[Ljava.lang.String;@584da160,[Ljava.lang.String;@54807b9e
348,27,42,17,[&AgFcAQAA],Ravaging Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@29dfedbf,[Ljava.lang.String;@5e2bdd9f,[Ljava.lang.String;@6b58319b
349,66,224,35,[&AgFdAQAA],Cleric's Sneakthief Sandals of the Traveler,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,,Armor,Exotic,[Ljava.lang.String;@3c53ebe5,[Ljava.lang.String;@6a374bc5,[Ljava.lang.String;@6af0b439
350,39,37,65,[&AgFeAQAA],Ravaging Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@408e9415,[Ljava.lang.String;@63215322,[Ljava.lang.String;@331845e0
351,32,48,31,[&AgFfAQAA],Ravaging Swindler Coat,https://render.guildwars2.com/file/A3000C0865ABF0A071084F0F0D364610C6F0B503/61021.png,,Armor,Fine,[Ljava.lang.String;@5c267ec6,[Ljava.lang.String;@683c776b,[Ljava.lang.String;@16d910d
352,44,40,65,[&AgFgAQAA],Ravaging Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@702be385,[Ljava.lang.String;@1f147308,[Ljava.lang.String;@1498c8ae
353,37,53,31,[&AgFhAQAA],Ravaging Swindler Coat,https://render.guildwars2.com/file/A3000C0865ABF0A071084F0F0D364610C6F0B503/61021.png,,Armor,Fine,[Ljava.lang.String;@7910c6c9,[Ljava.lang.String;@560825a5,[Ljava.lang.String;@6ab8805f
354,14,57,37,[&AgFiAQAA],Mighty Magician Coat of the Grove,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,,Armor,Masterwork,[Ljava.lang.String;@3837f81e,[Ljava.lang.String;@476e475f,[Ljava.lang.String;@50dc771a
355,74,244,35,[&AgFjAQAA],Cleric's Sneakthief Sandals of the Dolyak,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,,Armor,Exotic,[Ljava.lang.String;@7e48bf26,[Ljava.lang.String;@79b84ff9,[Ljava.lang.String;@4c59ab2e
356,49,44,65,[&AgFkAQAA],Ravaging Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@7f8e7118,[Ljava.lang.String;@44044040,[Ljava.lang.String;@7f7808be
357,20,72,37,[&AgFlAQAA],Mighty Magician Coat of Vampirism,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,,Armor,Masterwork,[Ljava.lang.String;@7e79cca4,[Ljava.lang.String;@727364c2,[Ljava.lang.String;@14133c8c
358,23,39,17,[&AgFmAQAA],Honed Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@2b11eb48,[Ljava.lang.String;@1b3d0e62,[Ljava.lang.String;@72013cb3
359,26,84,37,[&AgFnAQAA],Strong Magician Coat of the Afflicted,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,,Armor,Masterwork,[Ljava.lang.String;@7ffb8923,[Ljava.lang.String;@5b94763f,[Ljava.lang.String;@28a93d31
360,32,96,37,[&AgFoAQAA],Strong Magician Coat of the Flame Legion,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,,Armor,Masterwork,[Ljava.lang.String;@53b66833,[Ljava.lang.String;@702741f7,[Ljava.lang.String;@87ae442
361,28,44,17,[&AgFpAQAA],Honed Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@69db10c9,[Ljava.lang.String;@9cc0a31,[Ljava.lang.String;@43aeda06
362,38,108,37,[&AgFqAQAA],Strong Magician Coat of the Flock,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,,Armor,Masterwork,[Ljava.lang.String;@1c297ec5,[Ljava.lang.String;@2d4568d1,[Ljava.lang.String;@44b162ca
363,54,47,65,[&AgFrAQAA],Ravaging Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@71faeeb0,[Ljava.lang.String;@26f2791c,[Ljava.lang.String;@20779ef3
364,59,51,65,[&AgFsAQAA],Ravaging Worn Scale Boots,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,,Armor,Fine,[Ljava.lang.String;@6f9f1f05,[Ljava.lang.String;@4936e328,[Ljava.lang.String;@7cb9598b
365,80,264,35,[&AgFtAQAA],Zho's Boots,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,,Armor,Exotic,[Ljava.lang.String;@6025d0e9,[Ljava.lang.String;@77558cdf,[Ljava.lang.String;@9040ebe
366,27,84,37,[&AgFuAQAA],Ravaging Magician Coat of the Lich,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,,Armor,Masterwork,[Ljava.lang.String;@3fc77b14,[Ljava.lang.String;@712b569d,[Ljava.lang.String;@2ac30f13
367,33,99,37,[&AgFvAQAA],Ravaging Magician Coat of Melandru,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,,Armor,Masterwork,[Ljava.lang.String;@39b850b,[Ljava.lang.String;@70041b7,[Ljava.lang.String;@2c347074
368,44,120,51,[&AgFwAQAA],Strong Cabalist Coat of the Lich,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Masterwork,[Ljava.lang.String;@1ebd5976,[Ljava.lang.String;@41d13477,[Ljava.lang.String;@4459d803
369,64,54,74,[&AgFxAQAA],Shaman's Reinforced Scale Boots,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Fine,[Ljava.lang.String;@4b61b72c,[Ljava.lang.String;@3fe331df,[Ljava.lang.String;@77d9c8d8
370,33,50,31,[&AgFyAQAA],Honed Swindler Coat,https://render.guildwars2.com/file/A3000C0865ABF0A071084F0F0D364610C6F0B503/61021.png,,Armor,Fine,[Ljava.lang.String;@7dca9fe0,[Ljava.lang.String;@3bd48fa2,[Ljava.lang.String;@1d9f2cce
371,50,135,51,[&AgFzAQAA],Strong Cabalist Coat of the Traveler,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Masterwork,[Ljava.lang.String;@24b9b8ad,[Ljava.lang.String;@d250645,[Ljava.lang.String;@121331dc
372,38,54,31,[&AgF0AQAA],Honed Swindler Coat,https://render.guildwars2.com/file/A3000C0865ABF0A071084F0F0D364610C6F0B503/61021.png,,Armor,Fine,[Ljava.lang.String;@760e860c,[Ljava.lang.String;@1f1b24b0,[Ljava.lang.String;@3a291e38
373,56,147,51,[&AgF1AQAA],Strong Cabalist Coat of the Lich,https://render.guildwars2.com/file/73CEB0F9515E0627321A15DA1CA4A6F3F51A4CE6/61019.png,,Armor,Masterwork,[Ljava.lang.String;@31bf5570,[Ljava.lang.String;@33838bad,[Ljava.lang.String;@757b17c9
374,69,58,74,[&AgF2AQAA],Shaman's Reinforced Scale Boots,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Fine,[Ljava.lang.String;@7d10f80,[Ljava.lang.String;@4c0ededf,[Ljava.lang.String;@63ffea10
376,39,111,37,[&AgF4AQAA],Ravaging Magician Coat of Vampirism,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,,Armor,Masterwork,[Ljava.lang.String;@4e177cf9,[Ljava.lang.String;@41b5d7b4,[Ljava.lang.String;@7b77017b
377,24,39,17,[&AgF5AQAA],Ravaging Studded Coat,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,,Armor,Fine,[Ljava.lang.String;@6744cb6f,[Ljava.lang.String;@124193ca,[Ljava.lang.String;@7da6ee41
